tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt9900782,movie,Kaithi,Kaithi,0,2019,\N,145,"Action,Crime,Thriller",8.4,45827
tt9893250,movie,I Care a Lot,I Care a Lot,0,2020,\N,118,"Comedy,Crime,Drama",6.4,152367
tt9881586,movie,Rascal Does Not Dream of a Dreaming Girl,Seishun buta yaro wa yumemiru shoujo no yume wo minai,0,2019,\N,89,"Animation,Drama,Fantasy",8.2,7404
tt9866072,movie,Holidate,Holidate,0,2020,\N,104,"Comedy,Romance",6.2,83601
tt9844522,movie,Escape Room: Tournament of Champions,Escape Room: Tournament of Champions,0,2021,\N,88,"Action,Adventure,Horror",5.7,63680
tt9784798,movie,Judas and the Black Messiah,Judas and the Black Messiah,0,2021,\N,126,"Biography,Drama,History",7.4,94161
tt9783600,movie,Spiderhead,Spiderhead,0,2022,\N,106,"Action,Crime,Drama",5.5,68776
tt9777666,movie,The Tomorrow War,The Tomorrow War,0,2021,\N,138,"Action,Adventure,Drama",6.6,237762
tt9777644,movie,Da 5 Bloods,Da 5 Bloods,0,2020,\N,154,"Adventure,Drama,War",6.5,56001
tt9770150,movie,Nomadland,Nomadland,0,2020,\N,107,Drama,7.3,190921
tt9764362,movie,The Menu,The Menu,0,2022,\N,107,"Comedy,Horror,Thriller",7.2,440821
tt9701940,movie,Fear Street: Part Two - 1978,Fear Street: 1978,0,2021,\N,109,"Drama,Horror,Mystery",6.7,81762
tt9686708,movie,The King of Staten Island,The King of Staten Island,0,2020,\N,136,"Comedy,Drama",7.1,79093
tt9663764,movie,Aquaman and the Lost Kingdom,Aquaman and the Lost Kingdom,0,2023,\N,124,"Action,Adventure,Fantasy",5.6,103615
tt9639470,movie,Last Night in Soho,Last Night in Soho,0,2021,\N,116,"Drama,Horror,Mystery",7,188723
tt9637132,movie,Samrat Prithviraj,Samrat Prithviraj,0,2022,\N,135,"Action,Drama,History",5.6,53712
tt9620292,movie,Promising Young Woman,Promising Young Woman,0,2020,\N,113,"Crime,Drama,Mystery",7.5,222007
tt9620288,movie,King Richard,King Richard,0,2021,\N,144,"Biography,Drama,Sport",7.5,145108
tt9603212,movie,Mission: Impossible - Dead Reckoning Part One,Mission: Impossible - Dead Reckoning Part One,0,2023,\N,163,"Action,Adventure,Thriller",7.6,277849
tt9531772,movie,Sooryavanshi,Sooryavanshi,0,2021,\N,145,"Action,Crime,Drama",5.9,80107
tt9500372,movie,Pocket Hercules: Naim Süleymanoglu,Cep Herkülü: Naim Süleymanoglu,0,2019,\N,141,"Biography,Drama,History",8.2,14700
tt9495224,movie,Black Mirror: Bandersnatch,Black Mirror: Bandersnatch,0,2018,\N,90,"Drama,Fantasy,Mystery",7.1,138787
tt9484998,movie,Palm Springs,Palm Springs,0,2020,\N,90,"Comedy,Fantasy,Mystery",7.4,195891
tt9477520,movie,Asuran,Asuran,0,2019,\N,141,"Action,Drama",8.4,35268
tt9466114,movie,The Idea of You,The Idea of You,0,2024,\N,115,"Comedy,Drama,Romance",6.3,70157
tt9426210,movie,Weathering with You,Tenki no ko,0,2019,\N,112,"Animation,Drama,Fantasy",7.5,61423
tt9421570,movie,The Guilty,The Guilty,0,2021,\N,90,"Crime,Drama,Thriller",6.3,159597
tt9419884,movie,Doctor Strange in the Multiverse of Madness,Doctor Strange in the Multiverse of Madness,0,2022,\N,126,"Action,Adventure,Fantasy",6.9,506867
tt9411972,movie,Where the Crawdads Sing,Where the Crawdads Sing,0,2022,\N,125,"Drama,Mystery,Romance",7.2,143409
tt9389998,movie,Pushpa: The Rise - Part 1,Pushpa: The Rise - Part 1,0,2021,\N,179,"Action,Crime,Drama",7.6,95663
tt9376612,movie,Shang-Chi and the Legend of the Ten Rings,Shang-Chi and the Legend of the Ten Rings,0,2021,\N,132,"Action,Adventure,Fantasy",7.3,456681
tt9362930,movie,Blue Beetle,Blue Beetle,0,2023,\N,127,"Action,Adventure,Sci-Fi",5.9,106417
tt9362722,movie,Spider-Man: Across the Spider-Verse,Spider-Man: Across the Spider-Verse,0,2023,\N,140,"Action,Adventure,Animation",8.5,437194
tt9288046,movie,The Sea Beast,The Sea Beast,0,2022,\N,115,"Action,Adventure,Animation",7,61367
tt9263550,movie,Rocketry: The Nambi Effect,Rocketry: The Nambi Effect,0,2022,\N,157,"Biography,Drama",8.7,60274
tt9243946,movie,El Camino,El Camino,0,2019,\N,122,"Crime,Drama,Thriller",7.3,310932
tt9243804,movie,The Green Knight,The Green Knight,0,2021,\N,130,"Adventure,Drama,Fantasy",6.6,124539
tt9224104,movie,Meg 2: The Trench,Meg 2: The Trench,0,2023,\N,116,"Action,Adventure,Horror",5,90554
tt9218128,movie,Gladiator II,Gladiator II,0,2024,\N,148,"Action,Adventure,Drama",6.6,200265
tt9214832,movie,Emma.,Emma.,0,2020,\N,124,"Comedy,Drama,Romance",6.7,66292
tt9214772,movie,Monkey Man,Monkey Man,0,2024,\N,121,"Action,Crime,Thriller",6.8,88372
tt9198364,movie,Three Thousand Years of Longing,Three Thousand Years of Longing,0,2022,\N,108,"Drama,Fantasy,Romance",6.7,67373
tt9179430,movie,Vikram,Vikram,0,2022,\N,175,"Action,Crime,Thriller",8.3,79785
tt9124428,movie,Champion,Bizim Için Sampiyon,0,2018,\N,130,"Biography,Drama,Romance",8.2,13613
tt9114286,movie,Black Panther: Wakanda Forever,Black Panther: Wakanda Forever,0,2022,\N,161,"Action,Adventure,Drama",6.6,324751
tt9100054,movie,The Lost Daughter,The Lost Daughter,0,2021,\N,121,Drama,6.7,77982
tt9098872,movie,The Rescue,The Rescue,0,2021,\N,107,"Action,Documentary,Mystery",8.3,21872
tt9071322,movie,Dark Waters,Dark Waters,0,2019,\N,126,"Biography,Drama,History",7.6,113988
tt9052870,movie,Chhichhore,Chhichhore,0,2019,\N,143,"Comedy,Drama,Romance",8.3,67139
tt9032400,movie,Eternals,Eternals,0,2021,\N,156,"Action,Adventure,Fantasy",6.3,402772
tt9006564,movie,2018,2018,0,2023,\N,150,"Action,Drama,Thriller",8.3,13957
tt8948790,movie,Jersey,Jersey,0,2019,\N,157,"Drama,Sport",8.5,24275
tt8946378,movie,Knives Out,Knives Out,0,2019,\N,130,"Comedy,Crime,Drama",7.9,808389
tt8936646,movie,Extraction,Extraction,0,2020,\N,116,"Action,Crime,Thriller",6.8,275085
tt8912936,movie,DC League of Super-Pets,DC League of Super-Pets,0,2022,\N,105,"Action,Adventure,Animation",7,78273
tt8847712,movie,The French Dispatch,"The French Dispatch of the Liberty, Kansas Evening Sun",0,2021,\N,107,"Comedy,Drama,Romance",7.1,157185
tt8784956,movie,Ava,Ava,0,2020,\N,96,"Action,Crime,Drama",5.5,65361
tt8772262,movie,Midsommar,Midsommar,0,2019,\N,148,"Drama,Horror,Mystery",7.1,440148
tt8737152,movie,Toma,Toma,0,2021,\N,140,"Biography,Drama,Music",8.7,12892
tt8721424,movie,"tick, tick... BOOM!","tick, tick...BOOM!",0,2021,\N,115,"Biography,Comedy,Drama",7.5,123728
tt8695030,movie,The Dead Don't Die,The Dead Don't Die,0,2019,\N,104,"Comedy,Fantasy,Horror",5.4,94729
tt8688634,movie,21 Bridges,21 Bridges,0,2019,\N,99,"Action,Adventure,Crime",6.6,77556
tt8663516,movie,Child's Play,Child's Play,0,2019,\N,90,"Drama,Horror,Sci-Fi",5.7,58258
tt8652818,movie,Violet Evergarden: The Movie,Gekijôban Vaioretto Evâgâden,0,2020,\N,140,"Animation,Drama,Fantasy",8.3,11742
tt8637428,movie,The Farewell,The Farewell,0,2019,\N,100,"Comedy,Drama",7.5,73403
tt8633478,movie,Run,Run,0,2020,\N,90,"Drama,Horror,Mystery",6.7,103141
tt8629748,movie,Spenser Confidential,Spenser Confidential,0,2020,\N,111,"Action,Comedy,Crime",6.2,101932
tt8623904,movie,Last Christmas,Last Christmas,0,2019,\N,103,"Comedy,Drama,Fantasy",6.5,97296
tt8613070,movie,Portrait of a Lady on Fire,Portrait de la jeune fille en feu,0,2019,\N,122,"Drama,Romance",8.1,116832
tt8589698,movie,Teenage Mutant Ninja Turtles: Mutant Mayhem,Teenage Mutant Ninja Turtles: Mutant Mayhem,0,2023,\N,99,"Action,Adventure,Animation",7.2,71725
tt8580274,movie,Eurovision Song Contest: The Story of Fire Saga,Eurovision Song Contest: The Story of Fire Saga,0,2020,\N,123,"Comedy,Music",6.5,105439
tt8579674,movie,1917,1917,0,2019,\N,119,"Action,Drama,War",8.2,716887
tt8544498,movie,The Way Back,The Way Back,0,2020,\N,108,"Drama,Sport",6.7,54447
tt8526872,movie,Dolemite Is My Name,Dolemite Is My Name,0,2019,\N,118,"Biography,Comedy,Drama",7.2,66290
tt8503618,movie,Hamilton,Hamilton,0,2020,\N,160,"Biography,Drama,History",8.3,125027
tt8426926,movie,Shamshera,Shamshera,0,2022,\N,178,"Action,Adventure,Drama",4.7,57439
tt8413338,movie,Kumbalangi Nights,Kumbalangi Nights,0,2019,\N,135,"Comedy,Drama,Romance",8.5,19532
tt8404614,movie,The Two Popes,The Two Popes,0,2019,\N,125,"Biography,Comedy,Drama",7.6,136558
tt8385148,movie,Hitman's Wife's Bodyguard,Hitman's Wife's Bodyguard,0,2021,\N,100,"Action,Comedy,Crime",6.1,113202
tt8368512,movie,The Courier,The Courier,0,2020,\N,112,"Drama,History,Mystery",7.2,77770
tt8368408,movie,Gunpowder Milkshake,Gunpowder Milkshake,0,2021,\N,114,"Action,Crime,Thriller",6.1,53426
tt8367814,movie,The Gentlemen,The Gentlemen,0,2019,\N,113,"Action,Crime",7.8,427709
tt8364368,movie,Crawl,Crawl,0,2019,\N,87,"Action,Horror,Thriller",6.1,97978
tt8359848,movie,Climax,Climax,0,2018,\N,97,"Drama,Horror,Music",6.9,84252
tt8332922,movie,A Quiet Place Part II,A Quiet Place Part II,0,2020,\N,97,"Drama,Horror,Sci-Fi",7.2,299403
tt8291806,movie,Pain and Glory,Dolor y gloria,0,2019,\N,113,Drama,7.5,65090
tt8291224,movie,Uri: The Surgical Strike,Uri: The Surgical Strike,0,2019,\N,138,"Action,Drama,History",8.2,75091
tt8267604,movie,Capernaum,Capharnaüm,0,2018,\N,126,Drama,8.4,113853
tt8244784,movie,The Hunt,The Hunt,0,2020,\N,90,"Action,Horror,Thriller",6.6,141157
tt8239946,movie,Tumbbad,Tumbbad,0,2018,\N,108,"Drama,Fantasy,Horror",8.2,66832
tt8236336,movie,The Report,The Report,0,2019,\N,119,"Biography,Crime,Drama",7.2,53639
tt8178634,movie,RRR,RRR (Rise Roar Revolt),0,2022,\N,187,"Action,Adventure,Drama",7.8,176587
tt8176054,movie,Pariyerum Perumal,Pariyerum Perumal,0,2018,\N,154,Drama,8.7,19355
tt8155288,movie,Happy Death Day 2U,Happy Death Day 2 U,0,2019,\N,100,"Comedy,Horror,Mystery",6.2,90065
tt8115900,movie,The Bad Guys,The Bad Guys,0,2022,\N,100,"Adventure,Animation,Comedy",6.8,65622
tt8110652,movie,Bodies Bodies Bodies,Bodies Bodies Bodies,0,2022,\N,94,"Comedy,Horror,Mystery",6.2,82387
tt8110640,movie,In the Shadow of the Moon,In the Shadow of the Moon,0,2019,\N,115,"Action,Crime,Mystery",6.2,63679
tt8110330,movie,Dil Bechara,Dil Bechara,0,2020,\N,101,"Comedy,Drama,Romance",8.3,135956
tt8110232,movie,The Many Saints of Newark,The Many Saints of Newark,0,2021,\N,120,"Crime,Drama",6.3,65880
tt8106534,movie,6 Underground,6 Underground,0,2019,\N,128,"Action,Thriller",6.1,203613
tt8097030,movie,Turning Red,Turning Red,0,2022,\N,100,"Adventure,Animation,Comedy",6.9,162587
tt8093700,movie,The Woman King,The Woman King,0,2022,\N,135,"Action,Drama,History",6.9,78359
tt8079248,movie,Yesterday,Yesterday,0,2019,\N,116,"Comedy,Fantasy,Music",6.8,174949
tt8075192,movie,Shoplifters,Manbiki kazoku,0,2018,\N,121,"Crime,Drama,Thriller",7.9,90541
tt8041270,movie,Jurassic World Dominion,Jurassic World Dominion,0,2022,\N,147,"Action,Adventure,Sci-Fi",5.6,219680
tt8009428,movie,Hustle,Hustle,0,2022,\N,117,"Comedy,Drama,Sport",7.3,152415
tt7991608,movie,Red Notice,Red Notice,0,2021,\N,118,"Action,Comedy,Thriller",6.3,334671
tt7985704,movie,Operation Fortune: Ruse de Guerre,Operation Fortune: Ruse de Guerre,0,2023,\N,114,"Action,Comedy,Thriller",6.3,98391
tt7984766,movie,The King,The King,0,2019,\N,140,"Biography,Drama,History",7.3,162414
tt7984734,movie,The Lighthouse,The Lighthouse,0,2019,\N,109,"Drama,Fantasy,Horror",7.4,277283
tt7979580,movie,The Mitchells vs. the Machines,The Mitchells vs the Machines,0,2021,\N,114,"Adventure,Animation,Comedy",7.6,133193
tt7975244,movie,Jumanji: The Next Level,Jumanji: The Next Level,0,2019,\N,123,"Action,Adventure,Comedy",6.6,299213
tt7959026,movie,The Mule,The Mule,0,2018,\N,116,"Crime,Drama,Thriller",7,158969
tt7941892,movie,Attack on Titan: The Roar of Awakening,Gekijôban Shingeki no Kyojin Season 2: Kakusei no hôkô,0,2018,\N,120,"Action,Animation,Fantasy",8.3,6374
tt7939766,movie,I'm Thinking of Ending Things,I'm Thinking of Ending Things,0,2020,\N,134,"Drama,Thriller",6.5,103933
tt7888964,movie,Nobody,Nobody,0,2021,\N,92,"Action,Crime,Drama",7.4,343808
tt7886848,movie,Sadak 2,Sadak 2,0,2020,\N,133,"Action,Drama",1.2,96934
tt7846844,movie,Enola Holmes,Enola Holmes,0,2020,\N,123,"Adventure,Crime,Drama",6.6,230382
tt7838252,movie,K.G.F: Chapter 1,K.G.F: Chapter 1,0,2018,\N,154,"Action,Crime,Drama",8.2,103706
tt7825208,movie,Marighella,Marighella,0,2019,\N,155,"Action,Drama,History",7.1,56418
tt7798634,movie,Ready or Not,Ready or Not,0,2019,\N,95,"Action,Comedy,Horror",6.8,209830
tt7784604,movie,Hereditary,Hereditary,0,2018,\N,127,"Drama,Horror,Mystery",7.3,411486
tt7772580,movie,The Perfection,The Perfection,0,2018,\N,90,"Drama,Horror,Thriller",6.2,51198
tt7752126,movie,Brightburn,Brightburn,0,2019,\N,90,"Drama,Horror,Mystery",6.1,112087
tt7740496,movie,Nightmare Alley,Nightmare Alley,0,2021,\N,150,"Crime,Drama,Thriller",7,173063
tt7738784,movie,Resurrection,Peranbu,0,2018,\N,147,"Drama,Family",8.7,17040
tt7737800,movie,Woman of the Hour,Woman of the Hour,0,2023,\N,95,"Crime,Drama,Mystery",6.6,57270
tt7737786,movie,Greenland,Greenland,0,2020,\N,119,"Action,Thriller",6.4,143734
tt7737528,movie,Kate,Kate,0,2021,\N,106,"Action,Adventure,Crime",6.3,73265
tt7734218,movie,Stuber,Stuber,0,2019,\N,93,"Action,Comedy,Crime",6.2,52725
tt7713068,movie,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,0,2020,\N,109,"Action,Comedy,Crime",6.1,272279
tt7668870,movie,Searching,Searching,0,2018,\N,102,"Drama,Mystery,Thriller",7.6,185370
tt7668842,movie,Enes Batur: Imagination or Reality?,Enes Batur: Hayal Mi Gerçek Mi?,0,2018,\N,110,Comedy,2,56285
tt7657566,movie,Death on the Nile,Death on the Nile,0,2022,\N,127,"Crime,Drama,Mystery",6.3,198858
tt7653254,movie,Marriage Story,Marriage Story,0,2019,\N,137,"Drama,Romance",7.9,358039
tt7638348,movie,Boss Level,Boss Level,0,2020,\N,100,"Action,Adventure,Comedy",6.8,83643
tt7599146,movie,Sound of Freedom,Sound of Freedom,0,2023,\N,131,"Biography,Crime,Drama",7.6,128255
tt7557108,movie,Saint Maud,Saint Maud,0,2019,\N,84,"Drama,Horror,Mystery",6.7,51311
tt7556122,movie,The Old Guard,The Old Guard,0,2020,\N,125,"Action,Thriller",6.7,190387
tt7550000,movie,Project Power,Project Power,0,2020,\N,113,"Action,Crime,Sci-Fi",6,100243
tt7549996,movie,Judy,Judy,0,2019,\N,118,"Biography,Drama,Music",6.8,56292
tt7510222,movie,Despicable Me 4,Despicable Me 4,0,2024,\N,94,"Adventure,Animation,Comedy",6.2,59213
tt7504726,movie,The Call of the Wild,The Call of the Wild,0,2020,\N,100,"Adventure,Drama,Family",6.7,60491
tt7466810,movie,777 Charlie,777 Charlie,0,2022,\N,164,"Adventure,Comedy,Drama",8.7,42651
tt7465992,movie,Mahanati,Mahanati,0,2018,\N,177,"Biography,Drama",8.4,15559
tt7456310,movie,Anna,Anna,0,2019,\N,118,"Action,Thriller",6.7,101285
tt7405458,movie,A Man Called Otto,A Man Called Otto,0,2022,\N,126,"Comedy,Drama",7.5,187452
tt7401588,movie,Instant Family,Instant Family,0,2018,\N,118,"Comedy,Drama",7.3,126229
tt7395114,movie,The Devil All the Time,The Devil All the Time,0,2020,\N,138,"Crime,Drama,Thriller",7.1,159727
tt7392212,movie,Rangasthalam,Rangasthalam,0,2018,\N,170,"Action,Drama",8.2,29052
tt7391996,movie,C/o Kancharapalem,C/o Kancharapalem,0,2018,\N,152,Drama,8.8,8482
tt7374948,movie,Always Be My Maybe,Always Be My Maybe,0,2019,\N,101,"Comedy,Romance",6.7,64485
tt7349950,movie,It Chapter Two,It Chapter Two,0,2019,\N,169,"Drama,Fantasy,Horror",6.5,319774
tt7349662,movie,BlacKkKlansman,BlacKkKlansman,0,2018,\N,135,"Biography,Comedy,Crime",7.5,299750
tt7347846,movie,The Lodge,The Lodge,0,2019,\N,108,"Drama,Horror,Mystery",6,60714
tt7322224,movie,Triangle of Sadness,Triangle of Sadness,0,2022,\N,147,"Comedy,Drama",7.3,198136
tt7315484,movie,The Silence,The Silence,0,2019,\N,90,"Drama,Horror,Sci-Fi",5.4,53020
tt7286456,movie,Joker,Joker,0,2019,\N,122,"Crime,Drama,Thriller",8.3,1587043
tt7282468,movie,Burning,Beoning,0,2018,\N,148,"Drama,Mystery",7.4,80506
tt7160372,movie,The Zone of Interest,The Zone of Interest,0,2023,\N,105,"Drama,History,War",7.3,128392
tt7153766,movie,Unsane,Unsane,0,2018,\N,98,"Drama,Horror,Mystery",6.4,51106
tt7146812,movie,Onward,Onward,0,2020,\N,102,"Adventure,Animation,Comedy",7.4,177427
tt7139936,movie,A Rainy Day in New York,A Rainy Day in New York,0,2019,\N,92,"Comedy,Romance",6.4,55018
tt7131622,movie,Once Upon a Time... in Hollywood,Once Upon a Time in... Hollywood,0,2019,\N,161,"Comedy,Drama",7.6,892544
tt7126948,movie,Wonder Woman 1984,Wonder Woman 1984,0,2020,\N,151,"Action,Adventure,Fantasy",5.4,299367
tt7125860,movie,If Beale Street Could Talk,If Beale Street Could Talk,0,2018,\N,119,"Drama,Romance",7.1,53512
tt7097896,movie,Venom: Let There Be Carnage,Venom: Let There Be Carnage,0,2021,\N,97,"Action,Sci-Fi,Thriller",5.9,282281
tt7060460,movie,Theeran Adhigaram Ondru,Theeran Adhigaaram Ondru,0,2017,\N,157,"Action,Crime,Thriller",8.2,17827
tt7040874,movie,A Simple Favor,A Simple Favor,0,2018,\N,117,"Comedy,Crime,Mystery",6.8,173880
tt7019942,movie,Super Deluxe,Super Deluxe,0,2019,\N,176,"Comedy,Crime,Drama",8.2,18659
tt7019842,movie,96,96,0,2018,\N,158,"Drama,Romance",8.5,40564
tt7014006,movie,Eighth Grade,Eighth Grade,0,2018,\N,93,"Comedy,Drama",7.3,84460
tt6998518,movie,Mandy,Mandy,0,2018,\N,121,"Action,Fantasy,Horror",6.5,94466
tt6977338,movie,Good Boys,Good Boys,0,2019,\N,90,"Adventure,Comedy",6.7,84930
tt6966692,movie,Green Book,Green Book,0,2018,\N,130,"Biography,Comedy,Drama",8.2,621948
tt6924650,movie,Midway,Midway,0,2019,\N,138,"Action,Drama,History",6.7,99329
tt6921996,movie,Johnny English Strikes Again,Johnny English Strikes Again,0,2018,\N,89,"Action,Adventure,Comedy",6.2,86603
tt6920084,movie,Resident Evil: Welcome to Raccoon City,Resident Evil: Welcome to Raccoon City,0,2021,\N,107,"Action,Horror,Sci-Fi",5.2,67606
tt6911608,movie,Mamma Mia! Here We Go Again,Mamma Mia! Here We Go Again,0,2018,\N,114,"Comedy,Musical,Romance",6.6,114327
tt6908274,movie,Mirage,Durante la tormenta,0,2018,\N,128,"Drama,Fantasy,Mystery",7.4,67425
tt6902676,movie,Guns Akimbo,Guns Akimbo,0,2019,\N,98,"Action,Comedy,Crime",6.3,73126
tt6878306,movie,News of the World,News of the World,0,2020,\N,118,"Action,Adventure,Drama",6.8,97963
tt6856242,movie,The King's Man,The King's Man,0,2021,\N,131,"Action,Adventure,Thriller",6.3,184420
tt6850820,movie,Peppermint,Peppermint,0,2018,\N,101,"Action,Thriller",6.5,72943
tt6823368,movie,Glass,Glass,0,2019,\N,129,"Drama,Horror,Sci-Fi",6.6,289838
tt6820256,movie,Arctic,Arctic,0,2018,\N,98,"Adventure,Drama",6.8,60288
tt6806448,movie,Fast & Furious Presents: Hobbs & Shaw,Fast & Furious Presents: Hobbs & Shaw,0,2019,\N,137,"Action,Adventure,Thriller",6.5,245670
tt6802400,movie,Coming 2 America,Coming 2 America,0,2021,\N,110,"Comedy,Music",5.3,78037
tt6791350,movie,Guardians of the Galaxy Vol. 3,Guardians of the Galaxy Vol. 3,0,2023,\N,150,"Action,Adventure,Comedy",7.9,417394
tt6791096,movie,I Feel Pretty,I Feel Pretty,0,2018,\N,110,"Comedy,Romance",5.7,58578
tt6772802,movie,Hillbilly Elegy,Hillbilly Elegy,0,2020,\N,116,"Biography,Drama",6.7,57307
tt6751668,movie,Parasite,Gisaengchung,0,2019,\N,132,"Drama,Thriller",8.5,1036420
tt6742252,movie,The Guilty,Den skyldige,0,2018,\N,85,"Crime,Drama,Thriller",7.5,66593
tt6738136,movie,Revenge,Revenge,0,2017,\N,108,"Action,Drama,Horror",6.4,57033
tt6725014,movie,Scenes from a Marriage,Scener ur ett äktenskap,0,1974,\N,169,Drama,8.3,9339
tt6723592,movie,Tenet,Tenet,0,2020,\N,150,"Action,Sci-Fi,Thriller",7.3,622349
tt6718170,movie,The Super Mario Bros. Movie,The Super Mario Bros. Movie,0,2023,\N,92,"Adventure,Animation,Comedy",7,260679
tt6710474,movie,Everything Everywhere All at Once,Everything Everywhere All at Once,0,2022,\N,139,"Action,Adventure,Comedy",7.8,570828
tt6679794,movie,Outlaw King,Outlaw King,0,2018,\N,121,"Action,Biography,Drama",6.9,84012
tt6673612,movie,Dolittle,Dolittle,0,2020,\N,101,"Adventure,Comedy,Family",5.6,73641
tt6663582,movie,The Spy Who Dumped Me,The Spy Who Dumped Me,0,2018,\N,117,"Action,Adventure,Comedy",6,84615
tt6654210,movie,Infinite,Infinite,0,2021,\N,106,"Action,Sci-Fi,Thriller",5.5,64739
tt6644200,movie,A Quiet Place,A Quiet Place,0,2018,\N,90,"Drama,Horror,Sci-Fi",7.5,621992
tt6628394,movie,Bad Times at the El Royale,Bad Times at the El Royale,0,2018,\N,141,"Crime,Drama,Mystery",7.1,171269
tt6587046,movie,The Boy and the Heron,Kimitachi wa dô ikiru ka,0,2023,\N,124,"Adventure,Animation,Drama",7.4,89899
tt6571548,movie,The White Tiger,The White Tiger,0,2021,\N,125,"Crime,Drama",7.1,67032
tt6566576,movie,Fear Street: Part One - 1994,Fear Street: 1994,0,2021,\N,107,"Drama,Horror,Mystery",6.2,100361
tt6565702,movie,X-Men: Dark Phoenix,X-Men: Dark Phoenix,0,2019,\N,113,"Action,Adventure,Sci-Fi",5.7,215962
tt6543652,movie,Cold War,Zimna wojna,0,2018,\N,89,"Drama,Music,Romance",7.5,63454
tt6513120,movie,Fighting with My Family,Fighting with My Family,0,2019,\N,108,"Biography,Comedy,Drama",7,90251
tt6499752,movie,Upgrade,Upgrade,0,2018,\N,100,"Action,Sci-Fi,Thriller",7.5,219311
tt6491178,movie,Dragged Across Concrete,Dragged Across Concrete,0,2018,\N,159,"Action,Crime,Drama",6.9,58303
tt6475714,movie,Monster Hunter,Monster Hunter,0,2020,\N,103,"Action,Adventure,Fantasy",5.2,70549
tt6472976,movie,Five Feet Apart,Five Feet Apart,0,2019,\N,116,"Drama,Romance",7.2,89499
tt6467266,movie,Sing 2,Sing 2,0,2021,\N,110,"Adventure,Animation,Comedy",7.3,94275
tt6452574,movie,Sanju,Sanju,0,2018,\N,155,"Biography,Comedy,Drama",7.6,63708
tt6450804,movie,Terminator: Dark Fate,Terminator: Dark Fate,0,2019,\N,128,"Action,Adventure,Sci-Fi",6.2,201912
tt6443346,movie,Black Adam,Black Adam,0,2022,\N,125,"Action,Adventure,Fantasy",6.2,287967
tt6412452,movie,The Ballad of Buster Scruggs,The Ballad of Buster Scruggs,0,2018,\N,133,"Comedy,Drama,Musical",7.2,174682
tt6402468,movie,Blood Red Sky,Blood Red Sky,0,2021,\N,121,"Action,Drama,Horror",6.1,57281
tt6398184,movie,Downton Abbey,Downton Abbey,0,2019,\N,122,"Drama,Romance",7.4,66281
tt6394270,movie,Bombshell,Bombshell,0,2019,\N,109,"Biography,Drama",6.8,130823
tt6380520,movie,Dhuruvangal Pathinaaru,Dhuruvangal Pathinaaru,0,2016,\N,105,"Crime,Drama,Mystery",8.2,17504
tt6359956,movie,A Bad Moms Christmas,A Bad Moms Christmas,0,2017,\N,104,Comedy,5.6,60282
tt6343314,movie,Creed II,Creed II,0,2018,\N,130,"Action,Drama,Sport",7.1,160950
tt6334354,movie,The Suicide Squad,The Suicide Squad,0,2021,\N,132,"Action,Adventure,Comedy",7.2,428149
tt6320628,movie,Spider-Man: Far from Home,Spider-Man: Far from Home,0,2019,\N,129,"Action,Adventure,Comedy",7.4,587506
tt6316138,movie,Ayla: The Daughter of War,Ayla,0,2017,\N,125,"Biography,Drama,History",8.2,45525
tt6306064,movie,Adrift,Adrift,0,2018,\N,96,"Action,Adventure,Biography",6.6,63647
tt6294822,movie,The Post,The Post,0,2017,\N,116,"Biography,Drama,History",7.2,166457
tt6292852,movie,I Am Mother,I Am Mother,0,2019,\N,113,"Drama,Mystery,Sci-Fi",6.7,102306
tt6277462,movie,Brahmastra Part One: Shiva,Brahmastra Part One: Shiva,0,2022,\N,167,"Action,Adventure,Fantasy",5.6,113570
tt6266538,movie,Vice,Vice,0,2018,\N,132,"Biography,Comedy,Drama",7.2,167707
tt6265828,movie,A Ghost Story,A Ghost Story,0,2017,\N,92,"Drama,Fantasy,Mystery",6.8,83198
tt6264654,movie,Free Guy,Free Guy,0,2021,\N,115,"Action,Adventure,Comedy",7.1,455146
tt6263850,movie,Deadpool & Wolverine,Deadpool & Wolverine,0,2024,\N,128,"Action,Adventure,Comedy",7.6,468461
tt6259380,movie,Code 8,Code 8,0,2019,\N,98,"Action,Crime,Drama",6.1,55578
tt6246322,movie,Don't Breathe 2,Don't Breathe 2,0,2021,\N,98,"Action,Crime,Horror",6,76667
tt6217306,movie,Apostle,Apostle,0,2018,\N,130,"Drama,Fantasy,Horror",6.3,62026
tt6214928,movie,1922,1922,0,2017,\N,102,"Crime,Drama,Horror",6.2,74524
tt6189022,movie,Angel Has Fallen,Angel Has Fallen,0,2019,\N,121,"Action,Thriller",6.4,115988
tt6166392,movie,Wonka,Wonka,0,2023,\N,116,"Adventure,Comedy,Family",7,172401
tt6155172,movie,Roma,Roma,0,2018,\N,135,Drama,7.7,173390
tt6148156,movie,Vikram Vedha,Vikram Vedha,0,2017,\N,147,"Action,Crime,Drama",8.2,52463
tt6146586,movie,John Wick: Chapter 3 - Parabellum,John Wick: Chapter 3 - Parabellum,0,2019,\N,130,"Action,Crime,Thriller",7.4,446986
tt6139732,movie,Aladdin,Aladdin,0,2019,\N,128,"Adventure,Comedy,Family",6.9,299827
